gene	n_pairs_any	n_variants_any	median_tumor_AF	median_tumor_DP	median_normal_AF	median_normal_DP	pairs_any	caution_reason_symbol	n_pairs_high	n_high	n_pairs_moderate	n_moderate	n_pairs_low	n_low	n_pairs_modifier	n_modifier	n_pairs_low_splice_region	n_low_splice_region	n_pairs_functional_strict	n_functional_strict	n_pairs_functional_extended	n_functional_extended	has_symbol_caution	caution_reason_data	caution_reason	has_caution_flag	unbiased_somatic_gene_score	unbiased_somatic_gene_score_caution_adjusted
CEP112	3	3	0.113	40.0	0.04	35.0	candidate_kenya_pair_009,candidate_kenya_pair_013,candidate_kenya_pair_019	possible_pseudogene_symbol	0	0	1	1	0	0	2	2	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CEP126	3	3	0.11	37.0	0.052	25.0	candidate_kenya_pair_006,candidate_kenya_pair_013,candidate_kenya_pair_015	possible_pseudogene_symbol	0	0	1	1	0	0	2	2	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CEP135	1	1	0.088	51.0	0.028	58.0	candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CEP19	1	1	0.274	164.0	0.014	102.0	candidate_kenya_pair_018	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CEP250	2	2	0.07250000000000001	76.0	0.026	51.0	candidate_kenya_pair_008,candidate_kenya_pair_019	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CEP78	2	2	0.066	173.5	0.0154725	157.5	candidate_kenya_pair_013,candidate_kenya_pair_019	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CEP85	1	1	0.104	51.0	0.067	21.0	candidate_kenya_pair_003	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CFAP53	2	2	0.526	47.0	0.034	48.5	candidate_kenya_pair_008,candidate_kenya_pair_015	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CFAP54	2	2	0.054	101.0	0.024	70.0	candidate_kenya_pair_013,candidate_kenya_pair_019	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CHERP	1	1	0.129	37.0	0.054	29.0	candidate_kenya_pair_005	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CLASP2	2	2	0.11599999999999999	40.5	0.061	20.5	candidate_kenya_pair_005,candidate_kenya_pair_012	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CLASRP	2	2	0.10300000000000001	74.5	0.055	39.0	candidate_kenya_pair_014,candidate_kenya_pair_015	possible_pseudogene_symbol	0	0	1	1	1	1	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CLIP1	1	1	0.107	39.0	0.031	43.0	candidate_kenya_pair_014	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CLIP4	4	5	0.136	28.0	0.059	22.0	candidate_kenya_pair_011,candidate_kenya_pair_013,candidate_kenya_pair_015,candidate_kenya_pair_018	possible_pseudogene_symbol	0	0	1	1	0	0	3	4	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CNTNAP3	2	2	0.247	23.0	0.08249999999999999	13.0	candidate_kenya_pair_011,candidate_kenya_pair_012	possible_pseudogene_symbol	0	0	1	1	1	1	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CNTNAP4	1	1	0.116	57.0	0.027	56.0	candidate_kenya_pair_019	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CREBBP	1	1	0.157	26.0	0.1	10.0	candidate_kenya_pair_003	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CRISP1	2	2	0.1015	52.5	0.046	36.5	candidate_kenya_pair_013,candidate_kenya_pair_020	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CTTNBP2	2	2	0.087	128.0	0.0205	86.5	candidate_kenya_pair_002,candidate_kenya_pair_005	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CYFIP1	2	2	0.0805	155.0	0.023913	96.0	candidate_kenya_pair_015,candidate_kenya_pair_017	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
CYTIP	2	2	0.0885	52.5	0.0485	28.0	candidate_kenya_pair_018,candidate_kenya_pair_020	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
DAPP1	2	2	0.1815	171.0	0.0164795	112.5	candidate_kenya_pair_007,candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	1	1	1	1	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
DAZAP1	2	2	0.0655	244.0	0.0214805	199.0	candidate_kenya_pair_013,candidate_kenya_pair_021	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
DBP	1	1	0.053	105.0	0.012	122.0	candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
DMP1	1	1	0.047	133.0	0.015	89.0	candidate_kenya_pair_019	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
DPP7	1	1	0.038	94.0	0.014	82.0	candidate_kenya_pair_011	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
DRP2	3	4	0.1265	129.5	0.019	85.0	candidate_kenya_pair_003,candidate_kenya_pair_006,candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	1	1	0	0	2	3	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
DSPP	1	1	0.074	42.0	0.081	15.0	candidate_kenya_pair_003	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
DUSP27	1	1	0.073	112.0	0.032	43.0	candidate_kenya_pair_006	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
DUSP9	3	3	0.095	67.0	0.055	20.0	candidate_kenya_pair_005,candidate_kenya_pair_013,candidate_kenya_pair_014	possible_pseudogene_symbol	0	0	1	1	0	0	2	2	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
EBNA1BP2	1	1	0.044	142.0	0.02	78.0	candidate_kenya_pair_006	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
EP300	2	2	0.0635	72.0	0.0655	23.5	candidate_kenya_pair_007,candidate_kenya_pair_015	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
ESRP2	1	1	0.036	218.0	0.008323	180.0	candidate_kenya_pair_019	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
FKBP3	1	1	0.078	83.0	0.031	42.0	candidate_kenya_pair_012	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
FKBP9	1	2	0.2475	90.0	0.0475	39.0	candidate_kenya_pair_006	possible_pseudogene_symbol	0	0	1	1	1	1	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
FKRP	1	1	0.36	102.0	0.036	41.0	candidate_kenya_pair_010	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
FNBP4	1	1	0.111	40.0	0.049	30.0	candidate_kenya_pair_021	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
GBP5	2	2	0.134	207.5	0.0145815	181.5	candidate_kenya_pair_013,candidate_kenya_pair_018	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
GIMAP1-GIMAP5	1	1	0.213	317.0	0.037	122.0	candidate_kenya_pair_015	multi_gene_or_interval_annotation;possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	multi_gene_or_interval_annotation;possible_pseudogene_symbol	True	6	1
GMIP	2	2	0.058499999999999996	214.5	0.035812500000000004	173.0	candidate_kenya_pair_013,candidate_kenya_pair_019	possible_pseudogene_symbol	0	0	1	1	1	1	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
GORASP2	2	3	0.124	44.0	0.036	37.0	candidate_kenya_pair_001,candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	1	1	0	0	1	2	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
GRASP	3	3	0.071	84.0	0.035	42.0	candidate_kenya_pair_005,candidate_kenya_pair_010,candidate_kenya_pair_020	possible_pseudogene_symbol	0	0	1	1	0	0	2	2	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
HABP2	4	4	0.1565	97.5	0.020999999999999998	78.0	candidate_kenya_pair_003,candidate_kenya_pair_010,candidate_kenya_pair_013,candidate_kenya_pair_015	possible_pseudogene_symbol	0	0	1	1	0	0	3	3	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
HJURP	2	2	0.07100000000000001	125.0	0.027999999999999997	52.0	candidate_kenya_pair_018,candidate_kenya_pair_021	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
HSPBP1	1	1	0.054	121.0	0.021	75.0	candidate_kenya_pair_009	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
IGHMBP2	2	3	0.954	155.0	0.014	111.0	candidate_kenya_pair_006,candidate_kenya_pair_013	noncoding_or_immunoglobulin_like_prefix;possible_pseudogene_symbol	0	0	1	1	1	1	1	1	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix;possible_pseudogene_symbol	True	6	1
IGLC3	1	1	0.333	129.0	0.033	94.0	candidate_kenya_pair_006	noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	noncoding_or_immunoglobulin_like_prefix	True	6	1
IGLV3-16	1	1	0.992	188.0	0.013	116.0	candidate_kenya_pair_006	multi_gene_or_interval_annotation;noncoding_or_immunoglobulin_like_prefix	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	multi_gene_or_interval_annotation;noncoding_or_immunoglobulin_like_prefix	True	6	1
IL18RAP	1	1	0.049	153.0	0.017	91.0	candidate_kenya_pair_018	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
IQGAP3	1	1	0.981	181.0	0.01	159.0	candidate_kenya_pair_006	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
KCP	1	1	0.103	243.0	0.011	135.0	candidate_kenya_pair_007	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
KIFBP	1	1	0.297	145.0	0.019	146.0	candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
KRTAP10-11	1	1	0.996	737.0	0.003257	468.0	candidate_kenya_pair_006	multi_gene_or_interval_annotation	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	multi_gene_or_interval_annotation	True	6	1
KRTAP10-5	1	1	0.977	142.0	0.017	86.0	candidate_kenya_pair_006	multi_gene_or_interval_annotation	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	multi_gene_or_interval_annotation	True	6	1
KRTAP10-6	1	1	0.048	163.0	0.022	70.0	candidate_kenya_pair_007	multi_gene_or_interval_annotation	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	multi_gene_or_interval_annotation	True	6	1
KRTAP10-7	1	1	0.191	31.0	0.022	56.0	candidate_kenya_pair_006	multi_gene_or_interval_annotation	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	multi_gene_or_interval_annotation	True	6	1
KRTAP12-3	1	1	0.989	258.0	0.012	131.0	candidate_kenya_pair_006	multi_gene_or_interval_annotation	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	multi_gene_or_interval_annotation	True	6	1
KRTAP4-2	1	2	0.053000000000000005	405.5	0.007360500000000001	200.0	candidate_kenya_pair_006	multi_gene_or_interval_annotation	0	0	1	1	1	1	0	0	0	0	1	1	1	1	True	.	multi_gene_or_interval_annotation	True	6	1
KRTAP4-3	1	3	0.107	224.0	0.006133	261.0	candidate_kenya_pair_013	multi_gene_or_interval_annotation	0	0	1	1	0	0	1	2	0	0	1	1	1	1	True	.	multi_gene_or_interval_annotation	True	6	1
KRTAP4-6	1	1	0.981	164.0	0.013	103.0	candidate_kenya_pair_006	multi_gene_or_interval_annotation	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	multi_gene_or_interval_annotation	True	6	1
LCP2	4	5	0.1	72.0	0.053	32.0	candidate_kenya_pair_006,candidate_kenya_pair_010,candidate_kenya_pair_014,candidate_kenya_pair_021	possible_pseudogene_symbol	0	0	1	1	0	0	4	4	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
LRP1	4	4	0.0715	214.0	0.01484	121.5	candidate_kenya_pair_005,candidate_kenya_pair_009,candidate_kenya_pair_013,candidate_kenya_pair_015	possible_pseudogene_symbol	0	0	1	1	0	0	3	3	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
LRP2	3	3	0.129	27.0	0.07	16.0	candidate_kenya_pair_003,candidate_kenya_pair_004,candidate_kenya_pair_006	possible_pseudogene_symbol	0	0	1	1	0	0	2	2	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
LRP5	1	1	0.143	69.0	0.035	32.0	candidate_kenya_pair_017	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
LSAMP	3	3	0.083	134.0	0.02	66.0	candidate_kenya_pair_008,candidate_kenya_pair_009,candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	1	1	0	0	2	2	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
LTBP1	3	3	0.115	134.0	0.018	96.0	candidate_kenya_pair_010,candidate_kenya_pair_013,candidate_kenya_pair_018	possible_pseudogene_symbol	0	0	1	1	1	1	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
LTBP4	4	4	0.0865	58.0	0.051	35.0	candidate_kenya_pair_001,candidate_kenya_pair_010,candidate_kenya_pair_012,candidate_kenya_pair_014	possible_pseudogene_symbol	0	0	1	1	0	0	3	3	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
MAP11	2	2	0.187	21.0	0.077	18.5	candidate_kenya_pair_013,candidate_kenya_pair_020	possible_pseudogene_symbol	0	0	1	1	1	1	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
MASP2	1	1	0.06	114.0	0.018	84.0	candidate_kenya_pair_012	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
MECP2	2	2	0.078	240.5	0.028988	170.5	candidate_kenya_pair_013,candidate_kenya_pair_019	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
MLXIP	3	3	0.088	56.0	0.025	57.0	candidate_kenya_pair_013,candidate_kenya_pair_015,candidate_kenya_pair_020	possible_pseudogene_symbol	0	0	1	1	0	0	2	2	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
MMP8	1	1	0.125	39.0	0.063	20.0	candidate_kenya_pair_006	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
MPRIP	5	5	0.083	95.0	0.025	43.0	candidate_kenya_pair_001,candidate_kenya_pair_003,candidate_kenya_pair_008,candidate_kenya_pair_014,candidate_kenya_pair_017	possible_pseudogene_symbol	0	0	1	1	0	0	4	4	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
MYCBP2	2	2	0.21349999999999997	100.0	0.026	66.0	candidate_kenya_pair_003,candidate_kenya_pair_018	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
NKX1-1	1	1	0.049	210.0	0.015	113.0	candidate_kenya_pair_015	multi_gene_or_interval_annotation	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	multi_gene_or_interval_annotation	True	6	1
NKX6-3	3	3	0.113	98.0	0.037	39.0	candidate_kenya_pair_004,candidate_kenya_pair_013,candidate_kenya_pair_020	multi_gene_or_interval_annotation	0	0	1	1	1	1	1	1	0	0	1	1	1	1	True	.	multi_gene_or_interval_annotation	True	6	1
NLRP9	1	1	0.111	77.0	0.028	50.0	candidate_kenya_pair_010	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
NOP58	2	2	0.21350000000000002	42.5	0.07050000000000001	21.0	candidate_kenya_pair_011,candidate_kenya_pair_019	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
NOP9	2	2	0.0935	62.0	0.028	52.5	candidate_kenya_pair_013,candidate_kenya_pair_020	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
NPHP3	2	3	0.131	57.0	0.031	36.0	candidate_kenya_pair_014,candidate_kenya_pair_018	possible_pseudogene_symbol	0	0	1	1	0	0	2	2	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
NRBP2	2	2	0.08650000000000001	255.0	0.032626999999999996	200.5	candidate_kenya_pair_007,candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
NUFIP2	1	1	0.1	48.0	0.036	39.0	candidate_kenya_pair_021	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
NUP210	2	3	0.1	123.0	0.023	51.0	candidate_kenya_pair_013,candidate_kenya_pair_015	possible_pseudogene_symbol	0	0	1	1	0	0	2	2	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
NUP42	1	1	0.091	50.0	0.059	24.0	candidate_kenya_pair_007	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
OR5AP2	1	1	0.306	267.0	0.005983	227.0	candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
OSBP	4	4	0.1075	71.5	0.0505	48.5	candidate_kenya_pair_007,candidate_kenya_pair_013,candidate_kenya_pair_014,candidate_kenya_pair_018	possible_pseudogene_symbol	0	0	1	1	1	1	2	2	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
OTOP3	2	2	0.0495	116.0	0.02	67.0	candidate_kenya_pair_008,candidate_kenya_pair_019	possible_pseudogene_symbol	0	0	1	1	1	1	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
PAK1IP1	1	1	0.062	78.0	0.025	53.0	candidate_kenya_pair_012	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
PARP15	3	3	0.304	60.0	0.045	24.0	candidate_kenya_pair_006,candidate_kenya_pair_010,candidate_kenya_pair_012	possible_pseudogene_symbol	0	0	1	1	0	0	2	2	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
PARP2	1	1	0.052	122.0	0.012	127.0	candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
PBXIP1	2	2	0.069	119.0	0.028999999999999998	48.0	candidate_kenya_pair_001,candidate_kenya_pair_018	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
PELP1	1	1	0.092	43.0	0.038	36.0	candidate_kenya_pair_005	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
PKP4	1	1	0.094	65.0	0.033	35.0	candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
PRNP	1	1	0.059	39.0	0.062	16.0	candidate_kenya_pair_015	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
PUDP	1	1	0.029	232.0	0.017	96.0	candidate_kenya_pair_017	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
PXMP4	1	1	0.111	56.0	0.043	32.0	candidate_kenya_pair_014	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
PZP	1	1	0.059	162.0	0.02	83.0	candidate_kenya_pair_004	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
RAB3GAP1	3	3	0.214	61.0	0.029	51.0	candidate_kenya_pair_006,candidate_kenya_pair_008,candidate_kenya_pair_012	possible_pseudogene_symbol	0	0	1	1	0	0	2	2	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
RABEP2	4	5	0.053	95.0	0.035	31.0	candidate_kenya_pair_003,candidate_kenya_pair_008,candidate_kenya_pair_011,candidate_kenya_pair_020	possible_pseudogene_symbol	0	0	1	1	0	0	3	4	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
RANBP9	1	1	0.085	68.0	0.033	46.0	candidate_kenya_pair_012	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
RAP1GAP	2	2	0.067	241.5	0.02	125.0	candidate_kenya_pair_013,candidate_kenya_pair_015	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
RASIP1	2	2	0.057	97.5	0.0475	39.0	candidate_kenya_pair_003,candidate_kenya_pair_015	possible_pseudogene_symbol	0	0	1	1	1	1	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
RBBP8	1	1	0.13	26.0	0.052	26.0	candidate_kenya_pair_018	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
RIMBP2	2	3	0.065	111.0	0.023	61.0	candidate_kenya_pair_009,candidate_kenya_pair_013	possible_pseudogene_symbol	0	0	1	1	0	0	1	2	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
RIMBP3	1	1	0.038	247.0	0.011	121.0	candidate_kenya_pair_003	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
RP1	2	2	0.0875	113.0	0.053	56.0	candidate_kenya_pair_010,candidate_kenya_pair_019	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
RPAP2	1	1	0.087	69.0	0.039	41.0	candidate_kenya_pair_021	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
RRP1	5	5	0.093	113.0	0.025	59.0	candidate_kenya_pair_001,candidate_kenya_pair_005,candidate_kenya_pair_006,candidate_kenya_pair_013,candidate_kenya_pair_018	possible_pseudogene_symbol	0	0	1	1	1	1	3	3	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
RXFP1	1	1	0.187	285.0	0.013	122.0	candidate_kenya_pair_018	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
SDCBP2	3	3	0.119	48.0	0.049	27.0	candidate_kenya_pair_002,candidate_kenya_pair_004,candidate_kenya_pair_021	possible_pseudogene_symbol	0	0	1	1	0	0	2	2	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
SENP6	1	1	0.068	86.0	0.042	31.0	candidate_kenya_pair_015	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
SFSWAP	1	1	0.075	81.0	0.037	36.0	candidate_kenya_pair_021	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
SHKBP1	3	3	0.157	190.0	0.017	82.0	candidate_kenya_pair_001,candidate_kenya_pair_008,candidate_kenya_pair_012	possible_pseudogene_symbol	0	0	1	1	0	0	2	2	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
SNAP91	2	2	0.2345	90.5	0.0555	39.0	candidate_kenya_pair_006,candidate_kenya_pair_010	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
SNRNP200	2	2	0.10350000000000001	103.5	0.0455	61.0	candidate_kenya_pair_007,candidate_kenya_pair_014	possible_pseudogene_symbol	0	0	1	1	0	0	1	1	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
SRGAP1	5	5	0.069	102.0	0.029	56.0	candidate_kenya_pair_007,candidate_kenya_pair_013,candidate_kenya_pair_015,candidate_kenya_pair_019,candidate_kenya_pair_020	possible_pseudogene_symbol	0	0	1	1	0	0	4	4	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
SRP68	1	1	0.041	196.0	0.024	66.0	candidate_kenya_pair_007	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
STEAP1	1	1	0.038	256.0	0.013	120.0	candidate_kenya_pair_009	possible_pseudogene_symbol	0	0	1	1	0	0	0	0	0	0	1	1	1	1	True	.	possible_pseudogene_symbol	True	6	1
