gene	n_pairs_any	n_variants_any	median_tumor_AF	median_tumor_DP	median_normal_AF	median_normal_DP	pairs_any	caution_reason_symbol	n_pairs_high	n_high	n_pairs_moderate	n_moderate	n_pairs_low	n_low	n_pairs_modifier	n_modifier	n_pairs_low_splice_region	n_low_splice_region	n_pairs_functional_strict	n_functional_strict	n_pairs_functional_extended	n_functional_extended	has_symbol_caution	caution_reason_data	caution_reason	has_caution_flag	unbiased_somatic_gene_score	unbiased_somatic_gene_score_caution_adjusted
HS3ST4	1	1	0.178	125.0	0.017	81.0	candidate_kenya_pair_019	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
HSBP1L1	1	1	0.088	43.0	0.083	13.0	candidate_kenya_pair_004	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
HSCB	1	1	0.062	90.0	0.028	44.0	candidate_kenya_pair_010	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
HSPG2	5	7	0.133	132.0	0.021	76.0	candidate_kenya_pair_005,candidate_kenya_pair_007,candidate_kenya_pair_013,candidate_kenya_pair_016,candidate_kenya_pair_018	.	0	0	1	1	0	0	4	6	0	0	1	1	1	1	False	.	.	False	6	6
HSPH1	1	1	0.2	57.0	0.071	21.0	candidate_kenya_pair_007	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
HTATSF1	2	2	0.0945	197.0	0.026977	138.0	candidate_kenya_pair_001,candidate_kenya_pair_013	.	0	0	1	1	1	1	0	0	0	0	1	1	1	1	False	.	.	False	6	6
HTR2A	1	1	0.27	117.0	0.021	67.0	candidate_kenya_pair_018	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
HTR3D	2	2	0.1775	78.0	0.025500000000000002	59.0	candidate_kenya_pair_005,candidate_kenya_pair_012	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
HTRA2	1	1	0.104	163.0	0.00847	171.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
HYDIN	5	8	0.159	83.5	0.038	36.0	candidate_kenya_pair_004,candidate_kenya_pair_006,candidate_kenya_pair_013,candidate_kenya_pair_017,candidate_kenya_pair_018	.	0	0	1	1	1	2	5	5	0	0	1	1	1	1	False	.	.	False	6	6
HYOU1	2	3	0.066	82.0	0.047	30.0	candidate_kenya_pair_001,candidate_kenya_pair_020	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
IARS1	2	3	0.069	59.0	0.037	30.0	candidate_kenya_pair_013,candidate_kenya_pair_015	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
ICAM1	1	2	0.969	123.5	0.032	55.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
IDH1	1	2	0.059	139.5	0.026500000000000003	61.0	candidate_kenya_pair_009	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
IDH3G	1	1	0.18	164.0	0.021	150.0	candidate_kenya_pair_012	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
IFNA10	1	1	0.049	239.0	0.007152	208.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
IFNA14	1	1	0.054	157.0	0.014	101.0	candidate_kenya_pair_005	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
IFNL3	1	1	0.046	162.0	0.026	55.0	candidate_kenya_pair_007	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
IFRD1	1	1	0.04	237.0	0.016	94.0	candidate_kenya_pair_010	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
IFT140	2	2	0.0675	180.0	0.019602	155.0	candidate_kenya_pair_012,candidate_kenya_pair_013	.	0	0	1	1	1	1	0	0	0	0	1	1	1	1	False	.	.	False	6	6
IGSF22	2	3	0.072	71.0	0.027	57.0	candidate_kenya_pair_003,candidate_kenya_pair_021	.	0	0	1	1	0	0	1	2	0	0	1	1	1	1	False	.	.	False	6	6
IGSF9	1	1	0.065	78.0	0.029	54.0	candidate_kenya_pair_021	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
IHH	1	1	0.076	93.0	0.028	52.0	candidate_kenya_pair_015	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
IKBKB	2	2	0.137	59.5	0.06	34.5	candidate_kenya_pair_014,candidate_kenya_pair_019	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
IL17RC	1	1	0.052	115.0	0.026	61.0	candidate_kenya_pair_014	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
IL36G	1	1	0.071	131.0	0.016	99.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ILF3	3	3	0.097	42.0	0.059	22.0	candidate_kenya_pair_013,candidate_kenya_pair_018,candidate_kenya_pair_019	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
IMPG1	2	3	0.082	136.0	0.011	199.0	candidate_kenya_pair_008,candidate_kenya_pair_013	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
INSRR	3	3	0.144	51.0	0.045	29.0	candidate_kenya_pair_006,candidate_kenya_pair_007,candidate_kenya_pair_020	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
INTS1	2	2	0.058499999999999996	119.5	0.0315	53.5	candidate_kenya_pair_014,candidate_kenya_pair_017	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
INTS12	1	1	0.071	89.0	0.021	75.0	candidate_kenya_pair_001	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
INTS6L	2	2	0.07350000000000001	106.5	0.025500000000000002	77.5	candidate_kenya_pair_006,candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
INTS8	1	1	0.079	59.0	0.04	40.0	candidate_kenya_pair_014	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
IPO13	2	2	0.0495	152.5	0.023	63.0	candidate_kenya_pair_003,candidate_kenya_pair_018	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
IQCA1	2	2	0.0875	71.0	0.044	35.0	candidate_kenya_pair_009,candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
IQCH	1	1	0.086	141.0	0.014	114.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
IQSEC2	4	5	0.076	62.0	0.024	57.0	candidate_kenya_pair_003,candidate_kenya_pair_007,candidate_kenya_pair_013,candidate_kenya_pair_020	.	0	0	1	1	1	1	3	3	0	0	1	1	1	1	False	.	.	False	6	6
IRAK3	3	3	0.106	45.0	0.077	21.0	candidate_kenya_pair_004,candidate_kenya_pair_012,candidate_kenya_pair_019	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
IRF2	2	2	0.2175	42.0	0.044000000000000004	35.5	candidate_kenya_pair_002,candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
IRGQ	1	1	0.038	163.0	0.008572	175.0	candidate_kenya_pair_011	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ISG20L2	1	1	0.128	212.0	0.024	59.0	candidate_kenya_pair_007	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ITGA9	3	4	0.10350000000000001	144.5	0.0125	114.5	candidate_kenya_pair_006,candidate_kenya_pair_007,candidate_kenya_pair_013	.	0	0	1	1	0	0	2	3	0	0	1	1	1	1	False	.	.	False	6	6
ITGAE	1	1	0.057	86.0	0.045	33.0	candidate_kenya_pair_019	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ITGB2	1	1	0.047	165.0	0.012	124.0	candidate_kenya_pair_012	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ITGB8	1	1	0.333	82.0	0.016	92.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ITIH4	2	4	0.5255	226.0	0.0087855	178.0	candidate_kenya_pair_006,candidate_kenya_pair_013	.	0	0	1	1	0	0	2	3	0	0	1	1	1	1	False	.	.	False	6	6
ITIH5	3	3	0.071	210.0	0.016	98.0	candidate_kenya_pair_003,candidate_kenya_pair_007,candidate_kenya_pair_014	.	0	0	1	1	1	1	1	1	0	0	1	1	1	1	False	.	.	False	6	6
ITIH6	2	2	0.5205	91.0	0.027000000000000003	48.0	candidate_kenya_pair_006,candidate_kenya_pair_014	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
ITPKB	2	2	0.044	157.5	0.038	56.0	candidate_kenya_pair_007,candidate_kenya_pair_009	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
ITPKC	1	1	0.083	79.0	0.091	12.0	candidate_kenya_pair_001	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
ITPR3	2	3	0.052	150.0	0.02	73.0	candidate_kenya_pair_014,candidate_kenya_pair_015	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
ITPRIPL1	1	1	0.091	140.0	0.01	124.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
IWS1	2	2	0.05	179.0	0.0134125	132.0	candidate_kenya_pair_007,candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
JAK3	3	3	0.08	90.0	0.04	35.0	candidate_kenya_pair_004,candidate_kenya_pair_007,candidate_kenya_pair_017	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
JCAD	1	1	0.192	371.0	0.013	316.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
JMY	1	1	0.028	492.0	0.006105	280.0	candidate_kenya_pair_001	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
JPT1	1	1	0.08	74.0	0.017	88.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KALRN	4	4	0.08499999999999999	98.0	0.0365	44.5	candidate_kenya_pair_005,candidate_kenya_pair_006,candidate_kenya_pair_013,candidate_kenya_pair_015	.	0	0	1	1	0	0	3	3	0	0	1	1	1	1	False	.	.	False	6	6
KANK1	2	3	0.155	99.0	0.02	84.0	candidate_kenya_pair_010,candidate_kenya_pair_013	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
KAT6A	4	4	0.056999999999999995	76.5	0.0475	24.5	candidate_kenya_pair_008,candidate_kenya_pair_015,candidate_kenya_pair_018,candidate_kenya_pair_019	.	0	0	1	1	0	0	3	3	0	0	1	1	1	1	False	.	.	False	6	6
KAT7	1	1	0.234	19.0	0.056	23.0	candidate_kenya_pair_012	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KAZN	2	2	0.2345	124.0	0.0395	60.5	candidate_kenya_pair_010,candidate_kenya_pair_019	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
KCNA5	1	1	0.104	58.0	0.027	48.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KCNB1	2	2	0.11649999999999999	96.0	0.034155	81.5	candidate_kenya_pair_013,candidate_kenya_pair_021	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
KCNG1	1	1	0.035	278.0	0.015	112.0	candidate_kenya_pair_005	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KCNJ18	6	13	0.146	53.0	0.045	27.0	candidate_kenya_pair_006,candidate_kenya_pair_008,candidate_kenya_pair_009,candidate_kenya_pair_010,candidate_kenya_pair_020,candidate_kenya_pair_021	.	0	0	1	1	0	0	5	12	0	0	1	1	1	1	False	.	.	False	6	6
KCNQ2	1	1	0.06	147.0	0.018	68.0	candidate_kenya_pair_004	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KCNQ5	1	1	0.189	144.0	0.013	117.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KCTD1	1	2	0.194	119.5	0.0229525	138.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
KCTD17	1	1	0.333	39.0	0.065	19.0	candidate_kenya_pair_005	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KCTD3	2	3	0.11	64.0	0.027	49.0	candidate_kenya_pair_006,candidate_kenya_pair_013	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
KCTD7	2	2	0.10799999999999998	113.0	0.023	67.5	candidate_kenya_pair_007,candidate_kenya_pair_012	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
KDM1B	1	1	0.035	168.0	0.009601	145.0	candidate_kenya_pair_011	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KDM5C	1	2	0.0635	170.0	0.01163	138.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
KHDRBS1	1	1	0.07	66.0	0.031	48.0	candidate_kenya_pair_021	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KIAA0408	1	1	0.123	123.0	0.017	90.0	candidate_kenya_pair_010	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KIAA0556	5	5	0.087	178.0	0.032	47.0	candidate_kenya_pair_007,candidate_kenya_pair_013,candidate_kenya_pair_014,candidate_kenya_pair_018,candidate_kenya_pair_019	.	0	0	1	1	1	1	3	3	0	0	1	1	1	1	False	.	.	False	6	6
KIAA0586	1	1	0.068	71.0	0.047	35.0	candidate_kenya_pair_021	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KIAA1109	3	3	0.136	30.0	0.061	19.0	candidate_kenya_pair_006,candidate_kenya_pair_013,candidate_kenya_pair_019	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
KIAA1211L	1	1	0.179	65.0	0.059	19.0	candidate_kenya_pair_007	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KIAA1257	1	1	0.057	232.0	0.011	135.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KIAA1841	1	1	0.071	67.0	0.032	51.0	candidate_kenya_pair_014	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KIF17	1	1	0.976	132.0	0.022	72.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KIF19	1	2	0.221	91.0	0.0545	65.5	candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
KIF1C	4	4	0.11099999999999999	73.5	0.04	31.0	candidate_kenya_pair_006,candidate_kenya_pair_009,candidate_kenya_pair_019,candidate_kenya_pair_021	.	0	0	1	1	1	1	2	2	0	0	1	1	1	1	False	.	.	False	6	6
KIF3A	2	5	0.939	68.0	0.02	61.0	candidate_kenya_pair_006,candidate_kenya_pair_013	.	0	0	1	1	0	0	2	4	0	0	1	1	1	1	False	.	.	False	6	6
KIF5A	2	2	0.14100000000000001	49.5	0.052	31.5	candidate_kenya_pair_009,candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
KLC2	2	2	0.0595	258.5	0.009735500000000001	198.0	candidate_kenya_pair_013,candidate_kenya_pair_021	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
KLF15	2	2	0.107	99.5	0.0375	44.5	candidate_kenya_pair_006,candidate_kenya_pair_007	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
KLF17	1	1	0.085	212.0	0.01	276.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KLF6	1	1	0.161	228.0	0.008818	198.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KLHL10	1	1	0.057	75.0	0.048	31.0	candidate_kenya_pair_021	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KLHL13	1	1	0.077	61.0	0.03	49.0	candidate_kenya_pair_007	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KLHL26	1	1	0.041	166.0	0.018	84.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KLHL28	3	3	0.058	107.0	0.019	69.0	candidate_kenya_pair_013,candidate_kenya_pair_015,candidate_kenya_pair_019	.	0	0	1	1	1	1	1	1	0	0	1	1	1	1	False	.	.	False	6	6
KLHL34	1	1	0.055	181.0	0.019	74.0	candidate_kenya_pair_014	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KLHL4	2	2	0.095	134.5	0.010791499999999999	161.0	candidate_kenya_pair_011,candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
KLRC3	1	1	0.119	72.0	0.059	18.0	candidate_kenya_pair_002	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KNDC1	2	2	0.10350000000000001	66.5	0.037	51.0	candidate_kenya_pair_013,candidate_kenya_pair_021	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
KPNA5	1	1	0.083	89.0	0.035	41.0	candidate_kenya_pair_003	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KRT10	2	2	0.078	53.0	0.0515	21.0	candidate_kenya_pair_009,candidate_kenya_pair_021	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
KRT15	3	4	0.0965	39.5	0.069	17.5	candidate_kenya_pair_015,candidate_kenya_pair_017,candidate_kenya_pair_019	.	0	0	1	1	2	2	1	1	0	0	1	1	1	1	False	.	.	False	6	6
KRT35	1	1	0.047	114.0	0.024	54.0	candidate_kenya_pair_003	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KRT6A	1	1	0.324	408.0	0.008902	141.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KRT75	1	1	0.03	257.0	0.00713	200.0	candidate_kenya_pair_012	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KRT78	2	2	0.0895	110.5	0.025	58.0	candidate_kenya_pair_012,candidate_kenya_pair_020	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
KRT82	1	1	0.099	61.0	0.026	57.0	candidate_kenya_pair_015	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
KTN1	1	1	0.1	48.0	0.037	40.0	candidate_kenya_pair_018	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
L3MBTL1	2	2	0.06	84.0	0.0605	29.0	candidate_kenya_pair_015,candidate_kenya_pair_017	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
LACTB	1	1	0.094	58.0	0.027	48.0	candidate_kenya_pair_015	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LAMB4	2	2	0.096	91.0	0.031	46.0	candidate_kenya_pair_007,candidate_kenya_pair_019	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
LAMC1	1	1	0.067	66.0	0.03	51.0	candidate_kenya_pair_014	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LANCL2	1	1	0.124	32.0	0.043	33.0	candidate_kenya_pair_008	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LARGE2	1	1	0.296	275.0	0.022	142.0	candidate_kenya_pair_019	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LARP1B	2	2	0.177	96.5	0.04	70.5	candidate_kenya_pair_010,candidate_kenya_pair_014	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
LARS2	1	1	0.202	186.0	0.016	201.0	candidate_kenya_pair_008	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LATS1	1	1	0.043	172.0	0.018	83.0	candidate_kenya_pair_003	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LCA5L	1	1	0.963	89.0	0.026	59.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LCE1A	1	1	0.031	399.0	0.005504	237.0	candidate_kenya_pair_021	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LCE1F	1	1	0.031	440.0	0.008034	159.0	candidate_kenya_pair_018	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LCE3E	1	1	0.146	292.0	0.014	101.0	candidate_kenya_pair_010	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LCK	1	1	0.056	155.0	0.007119	198.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LCN9	1	2	0.2105	57.0	0.0715	19.0	candidate_kenya_pair_007	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
LDAH	1	1	0.138	155.0	0.01	142.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LFNG	1	1	0.024	323.0	0.013	119.0	candidate_kenya_pair_017	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LGALS16	1	1	0.992	207.0	0.014	111.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LGALS9	3	3	0.104	78.0	0.045	31.0	candidate_kenya_pair_006,candidate_kenya_pair_019,candidate_kenya_pair_020	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
LGALS9C	1	2	0.187	207.0	0.0219625	121.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
LGR4	1	1	0.057	114.0	0.029	51.0	candidate_kenya_pair_010	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LHX2	2	2	0.3745	149.0	0.0205	70.0	candidate_kenya_pair_005,candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
LHX9	1	1	0.04	142.0	0.019	58.0	candidate_kenya_pair_019	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LIAS	1	1	0.125	35.0	0.048	30.0	candidate_kenya_pair_014	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LIFR	1	1	0.323	143.0	0.014	104.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LIG3	3	3	0.111	66.0	0.048	26.0	candidate_kenya_pair_003,candidate_kenya_pair_004,candidate_kenya_pair_013	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
LIMCH1	2	2	0.414	32.0	0.069	24.5	candidate_kenya_pair_006,candidate_kenya_pair_007	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
LINGO3	1	1	0.033	197.0	0.012	101.0	candidate_kenya_pair_014	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LIPM	1	1	0.038	233.0	0.011	133.0	candidate_kenya_pair_021	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LLGL2	2	2	0.534	236.5	0.0077365	208.0	candidate_kenya_pair_006,candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
LMTK3	2	2	0.0315	394.0	0.0165	147.5	candidate_kenya_pair_003,candidate_kenya_pair_015	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
LOXHD1	3	4	0.07200000000000001	79.0	0.031	33.5	candidate_kenya_pair_003,candidate_kenya_pair_013,candidate_kenya_pair_014	.	0	0	1	1	0	0	2	3	0	0	1	1	1	1	False	.	.	False	6	6
LOXL1	1	2	0.972	60.5	0.023	59.5	candidate_kenya_pair_006	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
LPGAT1	1	1	0.077	61.0	0.075	17.0	candidate_kenya_pair_009	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LPIN2	3	3	0.103	99.0	0.018	84.0	candidate_kenya_pair_003,candidate_kenya_pair_013,candidate_kenya_pair_019	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
LPXN	2	2	0.17049999999999998	77.0	0.0435	43.0	candidate_kenya_pair_007,candidate_kenya_pair_021	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
LRBA	2	2	0.0945	53.0	0.0405	32.5	candidate_kenya_pair_010,candidate_kenya_pair_012	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
LRCH2	3	3	0.093	37.0	0.047	26.0	candidate_kenya_pair_014,candidate_kenya_pair_017,candidate_kenya_pair_021	.	0	0	1	1	1	1	1	1	0	0	1	1	1	1	False	.	.	False	6	6
LRFN2	1	2	0.134	241.5	0.0124925	125.5	candidate_kenya_pair_009	.	0	0	1	1	1	1	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LRRC25	1	1	0.559	292.0	0.018	90.0	candidate_kenya_pair_007	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LRRC27	1	1	0.059	95.0	0.012	113.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LRRC3C	1	1	0.007088	2083.0	0.023	43.0	candidate_kenya_pair_007	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LRRC49	2	2	0.0845	176.5	0.035	73.0	candidate_kenya_pair_009,candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
LRRC55	3	3	0.162	71.0	0.043	32.0	candidate_kenya_pair_007,candidate_kenya_pair_019,candidate_kenya_pair_021	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
